,PORT_NAME,INDEX_NO,coords
6916,,,"((111.40727505246231, 21.344857499999996),)"
6918,,,"((113.21921365959182, 21.85492),)"
6919,No23DY,,"((113.82660807601968, 22.25910590257333),)"
6920,No8,,"((114.708333341, 22.468194449),)"
6924,,,"((113.55155774109308, 22.943481666666663),)"
6925,,,"((-106.4083963382293, 23.147995320707714),)"
6926,JABAL AZ ZANNAH/RUWAYS,48282.0,"((52.701514756039174, 24.19807881708372),)"
6928,,,"((-110.30956802719865, 24.217195833333335),)"
6930,Outer,,"((52.52007944627995, 24.431911761007804),)"
6932,,,"((56.66543514833127, 24.593943333333335),)"
6933,,,"((67.3039209812252, 24.773734166666664),)"
6935,,,"((66.48925946321322, 24.877991666666667),)"
6938,Mina Khalid / Sharjah,,"((55.284019817969735, 25.4389822575148),)"
6939,Hamriyah A,,"((55.34113043268324, 25.5552996785),)"
6941,,,"((52.07039913190158, 26.012567500000003),)"
6942,,,"((52.20480259940975, 26.025100000000002),)"
6943,,,"((51.90422575686215, 26.67192),)"
6945,JU AYMAH OIL TERMINAL,48343.0,"((50.060467445097984, 26.937349166666664),)"
6946,,,"((56.354579550950916, 26.955025),)"
6947,,,"((50.18386348931316, 26.98824083333333),)"
6948,,,"((52.46892615357657, 27.562554166666665),)"
6949,,,"((52.410165561931144, 27.575),)"
6951,,,"((-96.9132477435, 27.8282149965),)"
6953,,,"((-93.66553935624403, 28.504984166666663),)"
6954,,,"((-89.93552293626902, 28.79455),)"
6955,,,"((-94.47002612373737, 28.833054999999998),)"
6956,,,"((-90.13434629054339, 28.848079166666665),)"
6958,MINA ASH SHUAYBAH,48357.0,"((48.20871272605148, 29.039585000000002),)"
6959,,,"((-93.2448401105097, 28.984558333333332),)"
6961,,,"((49.48073681898159, 29.123073333333338),)"
6963,,,"((-93.25354532643632, 29.257249167542668),)"
6964,,,"((-93.13611605474067, 29.302950002115722),)"
6967,Sabine Bank Offshore (North) Anchorage Area,,"((-93.62510515301544, 29.414465833333335),)"
6971,,,"((49.297417897400365, 29.8071925),)"
6972,RAS SUDR,48053.0,"((32.67136691098818, 29.592455),)"
6973,,,"((122.28417942954022, 29.805765),)"
6974,,,"((122.14414739207234, 29.941926424242897),)"
6976,,,"((98.78934711852415, 3.8756966666666663),)"
6977,,,"((103.42381903391106, 3.976236335962781),)"
6978,,,"((7.563227838386842, 3.9835916666666664),)"
6979,,,"((121.9536972400934, 30.06548833333333),)"
6980,Ship Island,,"((-88.56061617312241, 30.115472500000003),)"
6981,,,"((121.96045086715131, 30.123505833333333),)"
6982,,,"((47.914981087356324, 30.120179999999998),)"
6983,,,"((-88.16131708443854, 30.152656666666665),)"
23365,,,"((98.76580162905157, 3.9136312901973724),)"
6984,,,"((122.01679795223717, 30.162005833333332),)"
23368,Waiting Area,,"((103.34813398609143, 1.1591663715),)"
6986,,,"((121.46370987230348, 31.11966666666667),)"
6985,,,"((122.09141652166156, 30.166173333333337),)"
23372,,,"((105.9800664614886, -5.974659724161029),)"
6989,North Anchorage (Zone One),,"((32.31851706984071, 31.46004463861817),)"
23373,,,"((105.96092756709517, -5.9566258915),)"
6991,Zhangjiagang Dangerous Cargo Anchorage,,"((120.54946603321962, 32.02207865166666),)"
6993,,,"((118.83617721348979, 32.229798333333335),)"
6992,,,"((24.05219036338835, 32.08170083333333),)"
23377,,,"((105.92952837403932, -5.983311273),)"
6988,,,"((121.5631986070346, 31.2872075),)"
6994,,,"((-117.0995022274709, 32.341631869609714),)"
6996,,,"((12.235220377784998, 32.905339999999995),)"
6999,Seibu Oil Sea-Berth,,"((131.21404713866644, 33.84284666666667),)"
7000,,,"((131.03904061408826, 33.96292083333333),)"
23381,1005 D,,"((104.18226119777935, 1.0970169484999999),)"
6998,,,"((-8.705742063143457, 33.1596675),)"
23384,1006 D,,"((104.18225966697193, 1.112746386),)"
23385,1006 C,,"((104.18226042112897, 1.104874773),)"
23387,Port of Riga anchorage,,"((23.879641030699464, 57.1145571855),)"
7001,,,"((131.01700312799042, 33.97231583333334),)"
7004,,,"((119.61085634407777, 34.59344),)"
7007,GWANGYANG HANG,60376.0,"((127.90496842718872, 34.66496117166629),)"
7008,,,"((136.7744705590854, 34.934871666666666),)"
23391,V-2,,"((21.371700084218062, 57.511681867),)"
7003,,,"((133.83036983050744, 34.368342954723886),)"
23395,,,"((-109.19199608227609, 25.491782077),)"
7012,,,"((120.05429854792814, 35.07520074621212),)"
7013,,,"((120.94771701350204, 35.71331416666666),)"
7014,,,"((14.905105546220817, 35.81474583333333),)"
7017,,,"((14.844567269801253, 35.96070675211752),)"
7018,,,"((14.318381913067142, 35.955385),)"
7019,,,"((120.61321662839978, 35.970416666666665),)"
7020,Eastern Anchorage,,"((-5.2978074588757735, 36.137366666666665),)"
7021,No 1,,"((35.97915434942199, 36.8302438965841),)"
23405,,,"((-95.992230791, 19.138913154),)"
7023,,,"((121.13417167302178, 37.72373333333333),)"
23401,,,"((-97.7491657475, 22.2340855045),)"
23402,,,"((-97.7491657475, 22.2116639555),)"
7026,,,"((24.63976747009027, 37.96943267086536),)"
7027,,,"((119.194797267074, 38.17454583333333),)"
7028,,,"((119.20560881309513, 38.31507666666666),)"
7031,,,"((-9.065961762192469, 38.682905833333336),)"
7032,Big Stone Beach Anchorage,,"((-75.19122900439521, 38.95708564654812),)"
7034,,,"((119.20581124754798, 39.116234166666665),)"
7035,,,"((0.06372253406664788, 39.9200225668028),)"
7036,,,"((0.08688582098119096, 39.970979830573654),)"
7037,,,"((120.03035668872452, 39.99313900583982),)"
7038,,,"((6.305498111400832, 4.071939651945872),)"
7039,KEMAMAN HARBOR,57411.0,"((103.46608575622083, 4.2513008333333335),)"
7040,,,"((100.65851082525214, 4.259283333333333),)"
7042,,,"((-2.665679860325768, 4.6655774999999995),)"
7043,,,"((-2.665120450332083, 4.69825),)"
7044,,,"((7.083522881597718, 4.720298333333334),)"
7045,,,"((-73.63137067739481, 40.49248356555396),)"
7048,,,"((-87.15056266329083, 41.6871675),)"
7049,,,"((-81.28063472955847, 41.75130917),)"
7050,,,"((11.726730654436395, 42.124278333333336),)"
7051,,,"((-82.49725042033941, 42.703288334999996),)"
7052,,,"((-82.47032590315118, 42.7600475),)"
7053,,,"((3.0894979240492426, 43.014494166666665),)"
7054,,,"((13.52505297328877, 43.73997527320982),)"
7057,,,"((28.7738132150186, 44.295458333333336),)"
7058,,,"((8.855197874683144, 44.385275833333324),)"
7059,,,"((37.317102156943086, 44.398588565255515),)"
7060,,,"((-79.89107258393015, 44.752523335),)"
7061,,,"((-75.31359992102855, 44.82990865776601),)"
7063,,,"((36.6092055768968, 44.875263333333336),)"
7064,,,"((-74.84936064640948, 44.97938766310149),)"
7065,,,"((-74.77398914097824, 44.98833333),)"
7067,,,"((-66.05248070466999, 45.25707333333333),)"
7068,Mouillage Pointe Fortier,,"((-73.91982997160255, 45.314701886687736),)"
7069,,,"((-83.41745047158935, 45.301471665),)"
7071,,,"((12.463805637482366, 45.3224949815),)"
7072,,,"((-73.60747098099199, 45.405139165),)"
7073,,,"((-73.56496810329347, 45.40808667),)"
7074,CALCITE,4490.0,"((-83.77255979346609, 45.42592736010164),)"
7075,,,"((-73.5172433200893, 45.49354583),)"
7077,,,"((-83.22330028402038, 45.915364165),)"
7079,,,"((-85.87429439878466, 45.96465417),)"
7080,,,"((-83.88070101820844, 45.984925),)"
7081,,,"((-84.26937296819582, 45.97986),)"
7082,,,"((-83.87086356245337, 46.02995839911296),)"
7083,,,"((-83.98649742848713, 46.05696640741935),)"
7084,,,"((-84.24103337782078, 46.40116734208288),)"
7085,,,"((-84.56616760405686, 46.459128335),)"
7086,,,"((-48.754981512596125, 46.742925),)"
7087,,,"((-91.95604794188954, 46.773723335),)"
7088,,,"((-53.6203116165003, 47.05611666666667),)"
7089,,,"((-91.2613947631957, 47.2805275),)"
7090,CC,,"((-54.176941235544795, 47.7251525),)"
7091,BB,,"((-54.14924777473622, 47.760204173999995),)"
7092,,,"((-69.12539925222003, 48.270170861458915),)"
7093,,,"((-89.13027157285109, 48.316540835),)"
7097,,,"((5.074043413531727, 5.466196358327833),)"
7098,,,"((0.02034265530303029, 5.546889166666667),)"
7099,,,"((5.269921784895795, 5.609535),)"
7100,,,"((80.21952714215365, 5.921193833799572),)"
7101,Westhinder,,"((2.621501637895936, 51.41914358548186),)"
7104,Scheveningen,,"((4.22549828961153, 52.18880670322008),)"
7107,,,"((9.677843320418708, 53.56737583333334),)"
7108,,,"((0.3751031208996136, 53.73618583333334),)"
7110,,,"((9.67013778463241, 54.29130176795468),)"
7112,,,"((10.735474967883235, 55.67060307334151),)"
7113,,,"((-3.182193453852041, 55.982583335),)"
7114,,,"((-3.692428856820692, 56.03125269378768),)"
7116,,,"((10.77433600359096, 57.4195176375604),)"
7117,,,"((10.684826409003755, 57.500283333333336),)"
7119,,,"((-3.04585937078079, 58.912267500000006),)"
7121,H,,"((24.51106003043798, 59.52054223236095),)"
7123,Oil Harbour,,"((30.184302697274845, 59.884210539021126),)"
7125,TIN CAN ISLAND,46131.0,"((3.3499846208824526, 6.3406686015),)"
7126,,,"((3.272592473469387, 6.429249166666666),)"
7127,16,,"((27.053431575288922, 60.027083487704985),)"
7128,18E,,"((28.026168421114075, 60.333326690999996),)"
7129,SULLOM VOE OIL TERMINAL,,"((-1.2918787581776185, 60.46339748427272),)"
7131,,,"((73.67491895779033, 68.50547166666666),)"
7132,,,"((73.73498589919464, 68.51616250000001),)"
7133,,,"((33.022063525127024, 68.9461225),)"
7134,,,"((58.153827831364815, 69.054135),)"
7135,,,"((30.118795592370454, 69.77288877564295),)"
23520,,,"((103.6166666535, 1.1645833445),)"
23521,Nipa Transit,,"((103.62508731779232, 1.1325000175),)"
7136,,,"((-82.54076076706542, 8.162268315714543),)"
7139,,,"((-82.71469244479735, 8.253178333333333),)"
7138,,,"((-82.74520269816293, 8.24867684329147),)"
7141,,,"((81.2345637656887, 8.502759166666667),)"
7137,,,"((-82.5131834375, 8.160833333333333),)"
7143,,,"((76.0437599277463, 9.955048333333332),)"
23528,Zone A,,"((103.58099855171062, 1.1376666645),)"
7144,,,"((-94.3797894239475, 28.531444999999998),)"
7140,,,"((-82.78274665068541, 8.256189166666665),)"
7147,3 North,,"((3.180046396150976, 52.007713699),)"
23582,Western Petroleum and Lightening Anchorage Area,,"((100.80702000822001, 13.090256438),)"
23631,175A,,"((131.99068114286865, 43.051165519),)"
23696,Mouillage de la Pointe de Saint-Jean,,"((-70.87021666578948, 46.91408327780664),)"
23701,,,"((121.96899564796729, 40.632130494),)"
23711,No2,,"((118.44813551492815, 38.5043140075),)"
23716,,,"((120.149164488, 37.662776503),)"
23720,No4,,"((120.17923615825, 37.6655128375),)"
23721,No1,,"((120.49872088425, 37.8534901555),)"
23724,No2,,"((121.50917020763387, 37.655962351),)"
23731,Jinshan United Quarantine Pilotage Anchorage,,"((121.35222602976114, 30.6190874655),)"
23737,Dushan Maodi,,"((121.23506111892723, 30.614289915500002),)"
23739,Chenshan Maodi,,"((121.2341528090551, 30.576613512),)"
23767,No1,,"((118.17006682690835, 24.3130239695),)"
23781,No17GS,,"((113.80628241425, 22.142058829),)"
23782,Lantau Island Anchorage No Y2 No22DY,,"((113.80500859738504, 22.2195799925),)"
23783,No13ZH,,"((113.88361425049999, 22.092291279),)"
23784,Lantau Island Anchorage No Y1 No21DY,,"((113.80667353499811, 22.205391526),)"
23786,No19GS,,"((113.82742790487114, 22.1539895045),)"
23787,No18GS,,"((113.7813947625, 22.131779473),)"
23840,"Annapolis Harbor, MD, Naval Anchorage for Deep Draft Vessels Area",,"((-76.4122408690557, 38.954314626),)"
23844,,,"((-94.66119600214721, 29.283285518),)"
23848,No 1,,"((20.856897996953165, 55.786606776),)"
23849,No 2,,"((20.8500250425, 55.712487911500006),)"
23850,Liquefied Natural Gas Tanker,,"((20.816651866249998, 55.7855383765),)"
23901,TMIB,,"((-36.844666412418945, -10.840955455),)"
23916,,,"((-37.0125064908882, -11.0791785735),)"
23917,No. 1,,"((-36.998216472, -11.030622376),)"
23918,No. 2,,"((-36.9832628635, -11.066579692),)"
23920,No.7,,"((-48.44653126194083, -25.4998068695),)"
23922,No.9,,"((-48.425662687396525, -25.502842585),)"
23923,No.5,,"((-48.460596632, -25.499391013),)"
23924,No.11,,"((-48.35480392798086, -25.553495348),)"
23927,No.3,,"((-48.5261625605, -25.4898228495),)"
23928,No.6,,"((-48.4655767605, -25.4889828565),)"
23934,No.5,,"((-48.469597035999996, -25.499500175),)"
23939,,,"((-58.83734153797181, -33.9497096135),)"
23940,,,"((-58.86681507428091, -33.9322014365),)"
23941,,,"((-58.79093152943924, -33.944845008),)"
23942,,,"((-58.85716233020617, -33.940758705),)"
23956,Zona Este 2 (ZE2),,"((-57.870126120989646, -34.736087573),)"
23957,Zona Oeste 2 (ZW2),,"((-57.8755700327578, -34.761916701000004),)"
23960,,,"((-58.67039601719602, -34.2612239245),)"
23965,,,"((-58.62997031648226, -34.271536138),)"
23966,,,"((-58.67016423016796, -34.2574927625),)"
23968,,,"((-58.816363770847474, -34.2156903675),)"
23969,,,"((-58.81387241581898, -34.213756578499996),)"
23979,,,"((-60.26531057995311, -33.2562075415),)"
24037,,,"((-110.83830840078099, 27.855811072),)"
24038,,,"((-110.81895839994326, 27.855819873),)"
24102,E,,"((48.1124287157586, 29.410288575499997),)"
24103,C,,"((48.01078947218597, 29.4403210605),)"
40488,,,"((45.00118397379835, 12.795810867100954),)"
40491,Aden Container Terminal,,"((44.9952110697111, 12.805366865359247),)"
24117,No 200,,"((41.611244937052405, 42.188359857500004),)"
24124,No 2,,"((27.103876615, 38.419829369),)"
24125,No 1,,"((27.09714163192931, 38.4255784745),)"
24130,No 6,,"((36.0133895581465, 36.8757886345),)"
24134,No 4,,"((36.133333565, 36.779172238499996),)"
24148,No 2,,"((39.629991895416936, 41.0299921125),)"
24194,No 3,,"((36.358355374, 41.3395500455),)"
24202,No 2,,"((28.024990251151262, 40.385834681),)"
24207,,,"((140.8796034101973, 42.3599787795),)"
24209,,,"((132.27642616650002, 34.177646585000005),)"
24210,,,"((127.96137853475, 26.3987656495),)"
24222,,,"((128.893550401305, 35.0048496525),)"
24228,Ippado,,"((126.48629240625002, 37.152254856),)"
24229,Dorido Waiting Anchorage,,"((126.64540344214367, 37.080837688),)"
24244,General 1,,"((86.70333504016739, 20.196711933000003),)"
24245,,,"((86.68331683843947, 20.2165834135),)"
24246,,,"((86.77001559175551, 20.198726104572415),)"
24275,,,"((76.0808297475, 9.922486748),)"
24276,,,"((76.14501232699999, 9.9225104265),)"
24277,,,"((76.15076740424999, 9.911622125),)"
24347,,,"((18.603881320762127, 30.554361948),)"
24348,,,"((18.391582038750002, 30.707088145),)"
24425,,,"((111.91673430372765, -6.6415539895),)"
24494,LA GUAIRA,12150.0,"((-66.93931909450001, 10.6259463115),)"
24543,No2,,"((120.94406925706335, 38.8686354825),)"
24558,,,"((122.46534249675, 36.811664979),)"
24559,,,"((122.16666670500001, 36.778333336),)"
40951,Balikçi Barinagi,,"((29.618140244856477, 40.78359986655414),)"
24575,Kemenkou Nanmaodi,,"((119.86033461048632, 26.4302500055),)"
24589,,,"((117.59516669874999, 23.6889363355),)"
24644,Leixões Outer Anchorage,,"((-8.783356374580709, 41.138327498500004),)"
24704,No.5,,"((-44.36008440701025, -2.408336363),)"
41131,Victoria Dock,,"((147.33466470808415, -42.881841394118965),)"
24778,,,"((-64.71473617499142, 10.263266055844724),)"
24779,Zona de Fondeo Guanta Pertigalete,,"((-64.57810500720267, 10.2665032305),)"
24804,M,,"((39.03908787454367, 21.304665673000002),)"
24945,,,"((7.18323548320663, 4.4866876345),)"
24970,West Anchorage,,"((119.6239829821515, 39.790735524),)"
24974,Qianhai Maodi No2,,"((120.37461856752154, 35.973727209),)"
24980,Xiushan E Anchorage,,"((122.256663031, 30.1513030045),)"
24983,,,"((122.06316302530468, 30.165525041520596),)"
25009,Majishangang Maodi  No2,,"((122.5739180245, 30.610933969),)"
25011,Qushan temporary anchorage,,"((122.48324808568195, 30.4584249475),)"
25012,"Yangshan Gangqu pilotage,calling for order quarantine achorage No1",,"((122.4919372063305, 30.483361864),)"
25013,Shulanghu N Anchorage,,"((122.465775308557, 30.4729207365),)"
25027,Xiazhimen Kou Outside Anchorage for Ore Vessel,,"((122.5712664935, 29.74588552),)"
25029,Xiazhimen Beimaodi,,"((122.36334645075823, 29.758389224),)"
25061,No7,,"((109.05416402450001, 19.755275523999998),)"
25065,No2,,"((108.94111025574999, 19.815934016),)"
25066,No9,,"((109.0427750295, 19.717220007),)"
25069,No14,,"((109.050969262, 19.8468035175),)"
25070,No8,,"((109.1240234995, 19.762358525499998),)"
25099,Mazhi Anchorage No2,,"((122.21492109668515, 29.8834979715),)"
25131,,,"((-82.0000069309026, 9.20110059902072),)"
25132,,,"((-82.03317906707525, 8.99224511347711),)"
25133,,,"((-82.06732593476772, 9.00092457421124),)"
25163,,,"((-70.27501667300001, 11.6244367135),)"
41548,Duca degli Abruzzi,,"((8.92916895130157, 44.39962824806571),)"
41549,Marina Molo Vecchio,,"((8.92555688215074, 44.40901765599847),)"
41550,Marina Fiera di Genova,,"((8.93739679177892, 44.39462697599083),)"
25164,,,"((-70.32600430900203, 11.6169016755),)"
25181,Waiting anchorage No.1,,"((126.40616900287618, 37.3154139235),)"
25184,Inbound Waiting Anchorage No.2,,"((126.1765531486061, 37.054187468500004),)"
25186,Janganseo,,"((126.16839767361003, 37.049626958999994),)"
25202,,,"((-14.748308264832051, 10.448616044000001),)"
25276,,,"((-80.83972249600001, -2.1616354955),)"
25290,,,"((69.04573505249999, 22.5119771105),)"
25318,,,"((-17.00844448725, 20.7495326455),)"
25319,,,"((32.10498292686421, -28.8972299355),)"
25323,,,"((5.627418765798211, 5.545772658661008),)"
25324,,,"((5.624098442494869, 5.54730755276978),)"
25325,,,"((5.60258025303483, 5.534644424915314),)"
25346,Xinqu Maodi,,"((122.2967624755, 37.525278003500006),)"
25350,,,"((119.71774550625148, 35.2292404925),)"
25353,No2,,"((119.69337363968557, 35.32310951),)"
25354,No4,,"((119.67858607160397, 35.245490991),)"
25355,No3,,"((119.63929808442032, 35.2617309705),)"
25367,No1,,"((119.05427269957931, 25.056143011499998),)"
25369,LNG,,"((119.07362213137966, 24.9856760165),)"
25372,,,"((119.01030947564368, 25.124559499500002),)"
25375,No2,,"((119.0010260181374, 25.149383511499998),)"
25387,,,"((115.68446215436866, 22.6689704925),)"
25409,3,,"((28.812658942115178, 44.1414202),)"
25477,"San Pablo Bay, Anchorage No 19",,"((-122.36638765475, 38.074189145000005),)"
25513,Port Everglades Florida Commercial Anchorage Area,,"((-80.0658740985, 26.127152758999998),)"
25584,"Lower Bay, Raritan Bay, Sandy Hook Bay, and Atlantic Ocean Anchorage Area Number 27",,"((-73.9257814142353, 40.41841425849999),)"
25585,Riverhead Anchorage Ground,,"((-72.64625727214026, 41.0463178385),)"
25592,,,"((-73.94847073149299, 41.80420001),)"
25593,Cedar Hill Anchorage Area,,"((-73.75835160448045, 42.544648493500006),)"
25605,Henrici Bar Anchorage,,"((-122.77006542800946, 45.775026599),)"
25615,,,"((-79.68857988626195, 32.6896052615),)"
25616,,,"((-97.087409964877, 26.015232474999998),)"
25617,,,"((-97.08441743472221, 26.1034179755),)"
25642,Wielingen Noord,,"((3.4822730072910852, 51.4264285465),)"
25661,,,"((-8.820840906265177, 40.669450540499994),)"
25662,,,"((-8.845840365067314, 40.6611355245),)"
25711,,,"((-73.26154589653015, -41.80277751758695),)"
42158,,,"((33.056649221107364, 68.98834805935621),)"
42159,,,"((33.05857362225652, 68.9781326148659),)"
25782,,,"((100.84819348, 12.584850434),)"
25804,,,"((176.2398801650852, -37.61383306235075),)"
25820,No.3,,"((-44.08015577531398, -23.018671246),)"
25825,,,"((-44.451127499341965, -23.106090389192104),)"
25854,,,"((122.06666669118633, -17.9332488445),)"
25860,,,"((119.78491146545252, 34.820458511),)"
25865,,,"((120.85246802307665, 31.970646008849144),)"
25866,Changshu Gang Lighterage Anchorage,,"((120.90680365071606, 31.778968018),)"
25877,North Anchorage Area (Zone Two),,"((32.2999999855, 31.403868715),)"
25908,Mouillage Nord,,"((3.1520832512499943, 43.0100646005),)"
42294,Changhang Shipping Base,,"((121.50645060872338, 31.407025968655944),)"
25989,,,"((55.3700201587462, -20.881416653),)"
26043,,,"((-1.25133336, 46.063404972),)"
26051,,,"((-0.8102766509999999, 49.5178733435),)"
26054,,,"((-0.94782409721487, 49.48317436),)"
26077,,,"((1.2874036642534583, 6.1081299645),)"
26080,Zone 3,,"((2.5508291035830046, 6.2754199695),)"
26083,,,"((-7.5250151745, 33.693380201500005),)"
26084,,,"((-7.618580684, 33.6891329655),)"
26085,,,"((-7.415850022500001, 33.7787614945),)"
26097,Rada di Sud-Est,,"((18.127338913901454, 40.627176789),)"
26100,,,"((12.420746772666156, 45.329558285000005),)"
26113,D,,"((8.477301823, 39.863772159),)"
26124,,,"((101.96813737225062, 2.2948780415),)"
26126,GENERAL AND LAID UP VESSELS (N1),,"((101.94043619222919, 2.334308484),)"
26127,GENERAL AND LAID UP VESSELS (N2),,"((102.00587336649039, 2.3357960205),)"
26129,,,"((101.94826530253437, 2.309025395),)"
26171,,,"((115.38750001150001, 5.141666731000001),)"
26249,,,"((6.933416872513847, 4.2179209454999995),)"
26323,,,"((54.524946743, 25.6083617775),)"
26334,M,,"((39.03905290672597, 21.2946656435),)"
26343,Hamriyah B,,"((55.3790491185, 25.525640942499997),)"
26345,Alpha,,"((55.31925924551004, 25.5066666605),)"
26348,,,"((54.829688946476836, 25.1376224865),)"
26351,A,,"((51.797830508749996, 25.3113503795),)"
26354,Pakri D,,"((23.897503408243196, 59.3639082925),)"
26359,Muuga J,,"((24.976459084, 59.535083351),)"
42771,,,"((4.577153725549579, 51.806765953078866),)"
26395,,,"((106.77738416872037, -5.9542014255),)"
26402,,,"((110.37500004200001, -6.871666652),)"
26404,,,"((110.39999999049999, -6.871666652),)"
26427,,,"((-97.67562188796987, 22.5256642135),)"
26429,,,"((-97.76423424844381, 22.417513858),)"
26463,5a,,"((29.370089851835367, 60.102640371),)"
26469,10,,"((28.630380205015225, 59.922420833333334),)"
10098,A,,"((14.860691522533921, 56.10550332348794),)"
42927,Enex,,"((-70.3915833402425, -23.614155929535627),)"
26551,,,"((121.88259424125, 40.362078021),)"
26552,,,"((121.9620235445, 40.5187994935),)"
26558,No1,,"((119.8316617116169, 37.541153244499995),)"
26565,Zhenjiang Gang Dangerous Cargo Anchorage,,"((119.7176336911979, 32.2972764955),)"
26569,Zhenjiang Gang United Quarantine Anchorage,,"((119.70298664725573, 32.2703814825),)"
42957,NORTH CONTAINER TERMINAL,,"((-76.83217437006533, 17.986869513988495),)"
26577,Yihua Maodi,,"((119.06230418206471, 32.2325415065),)"
26578,Xinshengwei Maodi,,"((118.85880795015933, 32.1781830205),)"
26579,Yizheng Tanker Anchorage,,"((119.14273330265223, 32.2421819945),)"
26581,Wuyuzhou Maodi,,"((119.05156111345138, 32.2173315375),)"
26586,Dajia Shan Calling for Order Anchorage,,"((121.78849612549999, 29.027808797),)"
26618,351,,"((30.73028568521947, 46.2608308945),)"
26621,360,,"((31.375251011499998, 46.5867490035),)"
26622,362,,"((31.884124159143738, 46.775665575999994),)"
26632,,,"((28.660997854999998, 43.841411559),)"
18324,,,"((118.51166138375001, -20.108285662),)"
18325,,,"((118.524999653, -20.128405876000002),)"
10302,,,"((-65.80859379842877, 47.93759437277913),)"
26690,,,"((-96.22895344313375, 28.394447120499997),)"
26693,,,"((-7.421677875000001, 43.7460295665),)"
10340,No 3,,"((36.36389007093385, 41.323333703912795),)"
26761,No 1,,"((12.713114332787232, 55.757744656),)"
26763,No 3,,"((12.660762508382144, 55.7443278695),)"
26764,No 2,,"((11.03205827394947, 55.248928014),)"
43150,,,"((135.19722148776054, 34.14345516823232),)"
26799,No 3,,"((-40.1949818055, -20.3774853185),)"
26800,No 1,,"((-40.25209513, -20.387518708),)"
26801,No 5,,"((-40.152933217363845, -20.3758360115),)"
26802,No.2,,"((-39.98153861129076, -19.8625113715),)"
26803,No. 1,,"((-39.9815266665, -19.825722360500002),)"
26811,,,"((-50.05164681002498, -30.000044899061322),)"
26812,,,"((-50.07643402554095, -29.984267307445407),)"
26818,,,"((-79.95797117732124, -2.3362196),)"
26821,,,"((-80.440399283, -2.7907764115),)"
26822,,,"((-80.44362945540306, -2.726057306),)"
26824,No.4,,"((-44.21197386610902, -2.3683779869999997),)"
26825,No.5,,"((-44.34326097913646, -2.3527828690000003),)"
26910,CP14-ALFA,,"((-72.0166774555, 12.287503131000001),)"
26913,CP09-A,,"((-75.91672283409886, 9.558422849),)"
43312,,,"((120.33826374448836, 22.551712822169065),)"
43313,No.5 Container Centre,,"((120.33196097239852, 22.555960100144148),)"
43314,Hanjin Shipping Corporation,,"((120.32825633883476, 22.556171072646976),)"
26930,ULCC,,"((38.949244496999995, 22.750071020999997),)"
43316,Chien Chen Fishing Harbour,,"((120.31371449120343, 22.5699863769114),)"
43317,Container Yard,,"((120.31288468278944, 22.558125061914325),)"
43318,No.2 Container Centre,,"((120.30595955438912, 22.57882953621447),)"
43319,Jhong Jhou Fishing Harbour,,"((120.30051617883146, 22.57452718913555),)"
26929,,,"((38.94458911503123, 22.7206435),)"
26940,,,"((60.567083805500005, 25.287500009),)"
43329,Shipyard Slipway Terminal,,"((120.5198984965682, 24.290083162486553),)"
26948,No 3,,"((26.9667967538279, 38.8765009765),)"
26961,,,"((48.987569381703466, 30.3957752505),)"
26962,,,"((48.91742829233408, 30.27672003954649),)"
10582,,,"((177.41774069610983, -17.602322967723012),)"
26969,Kalba B,,"((56.483344263, 25.038971174),)"
26974,Khawr Fakkan B,,"((56.53331019175019, 25.366486078),)"
26975,Khawr Fakkan A,,"((56.433214489, 25.352868209),)"
10592,,,"((145.23848297760162, -38.30257559660822),)"
43364,,,"((126.60184498876333, 37.4404376372695),)"
43365,,,"((126.60070823505521, 37.45462258346379),)"
43366,International ferry Wharf,,"((126.59574790857732, 37.45454018935561),)"
26980,,,"((141.10822766004657, 38.219981244500005),)"
27012,,,"((121.27447629075, 25.151633927),)"
43411,Multipurpose Terminal,,"((128.8328885100782, 35.07453792728484),)"
10648,W2,,"((32.3837857746407, 30.33064195420593),)"
10649,E4,,"((32.4301493594255, 30.306479735299945),)"
10650,W1,,"((32.35311969782242, 30.369606278836727),)"
10651,E3,,"((32.40616360535897, 30.339580248109996),)"
10652,W5,,"((32.378556278059165, 30.313048800453544),)"
10653,W3,,"((32.41219652131682, 30.29849752318114),)"
10654,E1,,"((32.3805193061293, 30.366539172828197),)"
10656,E2,,"((32.39502981762806, 30.34717446193099),)"
43447,Offshore Container Terminal,,"((72.85365967367764, 18.94317312631756),)"
43448,,,"((72.84874588251114, 18.9566985424608),)"
27090,No 2,,"((25.76352181608398, -33.866320657),)"
10737,,,"((-7.390849084317164, 33.775651515461504),)"
10747,,,"((9.963888573995035, 54.33935916982591),)"
10750,Nordwest-Reede,,"((9.103302234820227, 53.884839615784585),)"
10755,Delta,,"((8.50894840840187, 44.28607554640621),)"
10756,Charlie,,"((8.490941694471985, 44.27489396184683),)"
10757,Bravo,,"((8.480000844102094, 44.28511498030275),)"
10758,Alfa,,"((8.497206613736953, 44.296911880373955),)"
10763,Charlie Zone,,"((8.907516781717632, 44.36858335509896),)"
10810,,,"((12.401238959454446, 45.3349154535681),)"
10817,,,"((100.63664734239639, 4.236674741841853),)"
27247,No2,,"((115.14998934563528, 22.600074014),)"
27273,,,"((119.86304652123572, 39.7321034825),)"
27281,No2,,"((121.50908005581911, 37.668456374),)"
